0
0
0
0
0
-1
-2
-2
-2
0
3
4
4
1
-1
-1
0
2
1
-3
-11
-18
-16
-4
17
38
45
32
0
-38
-64
-64
-36
9
48
62
48
18
-8
-15
0
16
12
-27
-88
-132
-118
-26
120
259
308
218
0
-267
-458
-471
-271
75
426
621
560
253
-175
-540
-683
-540
-175
253
560
621
426
75
-271
-471
-458
-267
0
218
308
259
120
-26
-118
-132
-88
-27
12
16
0
-15
-8
18
48
62
48
9
-36
-64
-64
-38
0
32
45
38
17
-4
-16
-18
-11
-3
1
2
0
-1
-1
1
4
4
3
0
-2
-2
-2
-1
0
0
0
0
